1.53207 -1.875
1.53043 0.803571
1.52878 1.33929
1.52714 1.33929
1.52549 1.33929
1.52385 0.267857
1.5222 -0.267857
1.52056 -0.803571
1.51891 -1.875
1.51727 -2.41071
1.51562 -2.41071
1.51398 -2.41071
1.51234 -1.875
1.51069 -1.33929
1.50905 -1.33929
1.5074 -0.803571
1.50576 -0.803571
1.50411 -0.803571
1.50247 -0.803571
1.50082 -0.803571
1.49918 -0.803571
1.49753 -0.803571
1.49589 -0.803571
1.49424 0.267857
1.4926 0.803571
1.49095 1.33929
1.48931 2.41071
1.48766 2.94643
1.48602 3.48214
1.48438 4.01786
1.48273 4.55357
1.48109 5.08929
1.47944 5.625
1.4778 6.16071
1.47615 6.69643
1.47451 6.69643
1.47286 6.69643
1.47122 6.69643
1.46957 6.16071
1.46793 6.16071
1.46628 6.16071
1.46464 5.625
1.46299 4.55357
1.46135 3.48214
1.4597 1.875
1.45806 0.803571
1.45641 -0.267857
1.45477 -0.803571
1.45312 -0.803571
1.45148 -0.267857
1.44984 0.267857
1.44819 1.33929
1.44655 1.875
1.4449 2.94643
1.44326 3.48214
1.44161 3.48214
1.43997 3.48214
1.43832 3.48214
1.43668 3.48214
1.43503 3.48214
1.43339 3.48214
1.43174 4.01786
1.4301 5.08929
1.42845 5.625
1.42681 6.69643
1.42516 7.76786
1.42352 7.76786
1.42188 7.76786
1.42023 7.76786
1.41859 6.69643
1.41694 5.625
1.4153 4.55357
1.41365 3.48214
1.41201 2.94643
1.41036 2.94643
1.40872 3.48214
1.40707 4.01786
1.40543 5.08929
1.40378 5.625
1.40214 5.625
1.40049 5.625
1.39885 5.625
1.3972 5.08929
1.39556 4.55357
1.39391 4.01786
1.39227 2.94643
1.39062 2.94643
1.38898 2.94643
1.38734 2.94643
1.38569 2.94643
1.38405 3.48214
1.3824 3.48214
1.38076 3.48214
1.37911 4.01786
1.37747 4.01786
1.37582 4.55357
1.37418 5.08929
1.37253 5.625
1.37089 6.16071
1.36924 6.16071
1.3676 6.16071
1.36595 6.16071
1.36431 6.16071
1.36266 6.16071
1.36102 6.16071
1.35938 6.69643
1.35773 7.23214
1.35609 8.30357
1.35444 9.375
1.3528 9.91071
1.35115 10.9821
1.34951 12.0536
1.34786 12.5893
1.34622 12.5893
1.34457 12.5893
1.34293 12.5893
1.34128 12.5893
1.33964 12.5893
1.33799 12.5893
1.33635 12.5893
1.3347 13.125
1.33306 13.125
1.33141 13.6607
1.32977 13.6607
1.32812 14.1964
1.32648 14.7321
1.32484 14.7321
1.32319 14.7321
1.32155 14.7321
1.3199 14.7321
1.31826 14.7321
1.31661 14.7321
1.31497 14.7321
1.31332 14.7321
1.31168 14.7321
1.31003 14.7321
1.30839 15.2679
1.30674 15.2679
1.3051 15.2679
1.30345 15.8036
1.30181 16.3393
1.30016 16.875
1.29852 17.4107
1.29688 17.4107
1.29523 17.9464
1.29359 17.9464
1.29194 17.9464
1.2903 17.9464
1.28865 17.9464
1.28701 17.9464
1.28536 17.9464
1.28372 17.9464
1.28207 18.4821
1.28043 18.4821
1.27878 19.0179
1.27714 19.0179
1.27549 19.0179
1.27385 19.5536
1.2722 20.0893
1.27056 20.0893
1.26891 20.625
1.26727 20.625
1.26562 21.1607
1.26398 21.1607
1.26234 21.1607
1.26069 21.1607
1.25905 20.625
1.2574 20.0893
1.25576 20.0893
1.25411 19.5536
1.25247 19.0179
1.25082 18.4821
1.24918 18.4821
1.24753 17.9464
1.24589 17.4107
1.24424 16.875
1.2426 16.3393
1.24095 16.3393
1.23931 15.8036
1.23766 15.8036
1.23602 15.8036
1.23438 15.2679
1.23273 15.2679
1.23109 14.7321
1.22944 14.7321
1.2278 14.1964
1.22615 13.6607
1.22451 13.6607
1.22286 13.125
1.22122 12.5893
1.21957 12.0536
1.21793 10.9821
