name,amp_error,xo_error,yo_error,sigmax_error,sigmay_error,angle_error,drift error (mhz/ms),red_chisq
13.0,8.179724055616909,0.10264641634008181,0.6529088862807233,0.6579087199377467,0.06313913928660438,0.005602437524459104,2.332226424962295,0.7404028112318755
14.0,6.5057515985042516,0.23774012330376665,0.388834993524744,0.427799132725454,0.15716526235467146,0.019537426669770347,0.6180094973935688,0.5195051724954615
15.0,0.6972793869008864,0.05005382084431246,0.07748432168563228,0.08338695448833235,0.039443896726806565,0.006118447972065467,0.22111774253436042,2.71061465655459
15.5,7.765449656680907,0.029649104418019132,0.0756017825253742,0.07617863320114213,0.02813387074767831,0.007608149149182234,2.768794734336538,2.214395854347207
16.0,13.729647868065006,0.061996923367678966,0.1214510571669091,0.06199692356396157,0.12145105651136702,0.027659457159571233,4.690193581446703e+31,0.6206444328771126
18.0,35.46852360677561,0.0638549604498163,0.1782323337514498,0.18433705223238564,0.04317492076892848,0.004592253975010336,0.4236591048627506,0.09490793901546586
19.0,24.416581393771313,0.07961179977799826,0.13618646230399267,0.14777079760438372,0.05521396693909189,0.011705174864640533,0.4251649032403414,0.43194482646082494
21.0,7.248995662638414,0.12349876914752125,0.1658604742205569,0.18618182387644472,0.08998872847055177,0.020352189380426912,0.4803302757561148,0.5213706878471954
23.0,53.39676364587214,0.030562464926912076,0.16662114858485336,0.1671688596847202,0.027408832684749463,0.0030575179871238367,2.8916004517808114,0.048196681522339496
24.0,7.311071192382137,0.12560109088549087,0.20948882091258691,0.20987265002658823,0.12495867627129305,0.05344362799380437,60.0182254819358,0.7674403369117032
26.0,7.554071338722239,0.05445952800425343,0.2287969888574825,0.23248078366546374,0.03558912982592568,0.005974064355351884,1.1797658154030655,0.6499431339425932
29.0,4.244493909086434,0.15824185392575948,0.24644383622873742,0.2617674555879428,0.1313501026382831,0.029806028874116066,1.2475707300262986,0.6763609498026821
31.0,8.999323606999418,0.05915424773364688,0.5159900621619723,0.5161976953681955,0.05731404257642752,0.0071536512156558756,55.85025856341591,0.784163994942613
32.0,3.3729920682930836,0.07674254121633342,0.2628481094947788,0.26527674241206206,0.06787338992811998,0.009096053881988926,2.9652284896189656,0.5058174602363362
33.0,22.31417948093786,0.05843347008560845,0.146440822567112,0.058289048870029524,0.14649836782704756,0.017464418762310696,118.90216840427674,0.5681729978280246
36.0,42.61507674724859,0.023096584829249006,0.1794657099019478,0.179819214581364,0.020160461261192558,0.002156578238662066,3.4468463897828197,0.09777962342906059
