name,amplitude,xo,yo,sigmax,sigmay,theta,drift (mhz/ms),angle,center_f
13.0,199.99999999869564,80.42844130002635,64.17120676549663,13.959673240317178,1.7153820053376136,2.0647276306303506,-11.807681003149513,2.0647276306303506,694.3598331472731
14.0,624.2830122909548,80.34970793051015,64.35190572446187,1.9082101827318145,13.405831520045872,4.16035773464009,-3.9158089255050945,2.589561407845194,513.7245733921847
15.0,112.16359101001909,140.3506570597683,64.24923102820439,12.273392428506808,2.1665283458654847,2.0865188026368253,-11.21516176485259,2.0865188026368253,660.9403796638711
15.5,465.18867317356376,176.30413911764083,64.36371721084616,13.562709522632149,2.330755155600171,2.599979223794131,-3.8250281584564734,2.599979223794131,482.4904062720452
16.0,457.92207240191277,80.28963803984772,64.17629709583493,1.5269064663994683,7.231916011406692,0.9294441845702871,-4.747057836290484,-0.6413521422246095,497.0389971899817
18.0,2586.7647085114563,80.450552132881,64.40334389473041,16.686427732796325,-2.9617469494356707,2.268952598154797,-7.576587211470213,2.268952598154797,622.4462601019183
19.0,1270.2669443912512,80.32998434498838,64.35501718737024,1.898093635955548,-11.845452177146715,-2.1429806204830495,-4.0947886634776705,-3.713776947277946,534.2724999036567
21.0,308.8186853600846,80.27279077185676,64.2626048132476,3.389089892172369,10.18999804796036,0.785719050972845,-6.353749788276694,-0.7850772758220516,703.912708008321
23.0,3969.763988475998,80.45182048374913,64.43494919415939,16.99892877128356,-1.8729886103399358,2.346621325396456,-6.480738248634273,2.346621325396456,552.5404645653502
24.0,123.74197973839732,80.35923840564769,64.21492154919628,12.709796051917051,2.1595588220248945,2.6398683922334802,-3.487545420073715,2.6398683922334802,492.9973687675398
26.0,276.50669798402043,80.3338350589757,64.27890965839092,10.492305241764075,1.1216022717499534,2.327636221232371,-6.731746031996621,2.327636221232371,619.254769561924
29.0,139.79788130728312,80.40051821859778,64.31093322123738,13.861278515017771,2.3240400968373827,2.6327086705582197,-3.5469972632113405,2.6327086705582197,351.0183637861171
31.0,199.99999999999997,58.22728131914815,64.18478681599134,12.038074853107817,1.205179243482646,2.151448939708444,-9.690311459100784,2.151448939708444,624.6950399552525
32.0,155.13307796113207,22.381554125646975,64.24142992264599,2.280745885464785,-11.881924876222,6.944056057618752,-8.177260231960414,5.373259730823856,624.2123344398361
33.0,737.702941531094,80.29967803135551,64.23366558588057,2.16730019569111,-7.671683838752996,0.6047414124903424,-9.199310906017047,-0.9660549143045541,563.6868142338423
36.0,3095.7828746849596,80.45975192070095,64.31544620444087,14.98107434393647,1.5707946570761004,1.9838437355286969,-14.507009212436738,1.9838437355286969,712.5197214599804
