name,amplitude,xo,yo,sigmax,sigmay,theta,drift (mhz/ms),angle,center_f
13.0,199.99999999999966,80.40796806636648,64.00530122360551,14.931825500544793,1.6887291717453414,1.789540147774537,-28.600116983547398,1.789540147774537,694.3598331472731
14.0,652.6051480616212,80.36235421861282,64.33947022973184,2.630949423859934,8.604296561239247,0.6097413505587846,-9.101674885181072,-0.9610549762361119,513.7245733921848
15.0,95.93805791052202,140.40969378392433,64.35295830424398,12.106750241929943,5.645504091232063,2.0624802181155246,-11.871519916704539,2.0624802181155246,649.1226167351036
15.5,527.5296691789545,176.36509853000024,64.24388029365883,3.03980461258853,8.197537690975157,0.5066314158752622,-11.456693788808586,-1.0641649109196343,494.1365078120549
16.0,471.3678701146148,80.27793461011512,64.09088046333427,2.125114728052018,4.835542443726119,0.2878273731288244,-21.47565304729188,-1.2829689536660722,497.0389971899817
18.0,2712.6003558521143,80.46099529818203,64.33528006679038,14.449545380112294,3.2114789327441624,1.9429303518308827,-16.288748984674935,1.9429303518308827,622.4462601019183
19.0,1259.7464470938105,80.37928130294614,64.29782983744734,8.573348937379945,-2.708254872260104,2.1697153024942346,-9.31480412059403,2.1697153024942346,534.2724999036567
21.0,315.1111276682359,80.29471048477944,64.26504286992513,8.833778252408782,3.8153433373475725,-0.9873293798971194,-9.6311058232698,-0.9873293798971194,703.912708008321
23.0,4302.701500134874,80.48125717836487,64.12971169816511,13.979071992737074,2.061264193251547,1.8145248965487664,-25.567108144353895,1.8145248965487664,552.5404645653502
24.0,185.41312846287795,80.16394172187682,64.04248150707868,2.6845363564762823,5.228036286752552,3.5226616657727887,-15.868674118470324,1.9518653389778922,536.1440847996375
26.0,411.048974292209,80.21751408735909,63.970248515617605,1.0016375436549414,6.676816219671278,3.461297744983058,-19.20433649356306,1.8905014181881614,619.2547695619241
29.0,144.63895835083133,80.35051598079652,64.20413298159298,9.096934945761934,3.4656722561542375,2.190425715177569,-8.912640151798337,2.190425715177569,351.0183637861171
31.0,199.99999999999997,58.26956764695489,63.937421177498436,12.926276056391108,1.2582645741295067,1.7195130549782627,-42.43563097786762,1.7195130549782627,624.6950399552525
32.0,155.251758447181,22.40467634076284,64.38517391551314,2.9196128814060067,12.381679112961589,-9.068656666816686,-17.091808358499307,-10.639452993611583,624.2123344398362
33.0,837.5149242368019,80.28251355349933,64.2568129725764,-5.766390563883373,-2.2340530369146325,1.7159148458339688,-43.50330597750096,1.7159148458339688,563.6868142338421
36.0,3223.5433010030347,80.44828150448802,63.805418687646586,14.02042551728869,-1.494263613376068,1.7116390942059376,-44.84244222265052,1.7116390942059376,712.5197214599802
