name,amp_error,xo_error,yo_error,sigmax_error,sigmay_error,angle_error,drift error (mhz/ms),red_chisq
13.0,8.54716165556135,0.07892792364515931,0.5834945482138972,0.5844115900378322,0.07182349793299524,0.007541614718196451,15.059504661854138,0.747496166190611
14.0,13.407068330794978,0.06334676928719228,0.1331346094939948,0.1345927951417727,0.06018651633834475,0.015649749429999252,3.6937100747765705,0.4540920788008618
15.0,0.6671185914917817,0.05068987704058494,0.07558022977200335,0.07957160653947934,0.04416100317273294,0.007897474979747486,0.35525069190545205,2.7238589110670772
15.5,6.07436066452933,0.03739097092159295,0.08300724693980104,0.03714542000616678,0.08311741988530882,0.009057665624589371,17.39563499285382,2.482468165102041
16.0,15.81190563066087,0.0580754938294588,0.10210937808865919,0.05807549394953087,0.1021093779271994,0.033932996481019294,5.753992978833913e+31,0.6226765774307281
18.0,35.778123959560645,0.05049234359875426,0.17751940492747156,0.17939565016765105,0.04335686875188122,0.004761692380361618,1.3700477719355832,0.09604578048147844
19.0,24.31138878419567,0.06487798614599119,0.13709217157348272,0.13944918484659485,0.0596434523373488,0.01431643057897309,2.2182534034944914,0.4385376891852153
21.0,7.558024611195801,0.11438012229060836,0.1578578909060907,0.1743063753403603,0.0872881075457959,0.02130630918726593,0.5641813547155454,0.5160129906772583
23.0,52.44695160109757,0.0315772872571653,0.1637262598727552,0.1643362300870282,0.028231482689074067,0.003210985410269992,2.673661601182682,0.047279065750059544
24.0,7.459411405286667,0.12949461341011076,0.20957733136421153,0.21325665733702337,0.12334144072641237,0.05091459437708046,6.297350216310541,0.7669985436905865
26.0,38.98937157345927,0.023276134930979558,0.025311766845316677,0.01856319274058744,0.01027465126589521,0.04076150707641433,0.45625357957043317,0.42468169029531183
29.0,4.485367619341705,0.14637091121661186,0.22428855184021365,0.1462765780168778,0.22435008522633357,0.05183896995778116,345.458729196349,0.6805006171406613
31.0,9.118606768074692,0.06798940163418962,0.5012941401929938,0.502444450397174,0.058889302351471315,0.007662476878687818,10.505383952197402,0.7894650898616714
32.0,1.694699007759631e+18,1.7553762916883066e+16,1.4565763255428664e+16,1421967051515240.5,2.2710719525889984e+16,10131146172.209728,108741039593.5441,1.045696854206799
33.0,22.109171999463374,0.06353103224703728,0.14756133699251894,0.14946399749173844,0.05891564977007193,0.017346303135122944,3.682743240043608,0.5709275869871989
36.0,42.158089944964644,0.020123466542205388,0.17753854134348207,0.17753870273530525,0.020122079813292844,0.0021856377353034894,7700.745040439722,0.1002035280827597
