name,amplitude,xo,yo,sigmax,sigmay,theta,drift (mhz/ms),angle,center_f,amp_error,xo_error,yo_error,sigmax_error,sigmay_error,angle_error,drift error (mhz/ms),red_chisq,time_res,DM
13.0,199.9999999999997,80.40796806636648,64.00530122360551,14.931825500544793,1.6887291717453414,1.789540147774537,-28.600116983547398,1.789540147774537,694.3598331472731,8.162111230402187,0.14836638906422664,0.5950431123846315,0.6093762232037974,0.06891797228573744,0.006611885912103897,0.8926896600309263,0.7432942807676867,0.00098304,348.82
14.0,652.6051480616212,80.36235421861281,64.33947022973184,2.630949423859934,8.604296561239247,0.6097413505587846,-9.101674885181072,-0.961054976236112,513.7245733921845,12.832852947278704,0.1057666237587866,0.1418342845980352,0.05173509195389266,0.16919522441815693,0.009380268188961649,0.18186004846115664,0.4525912769152277,0.00098304,348.82
15.0,95.93805791052202,140.40969378392433,64.35295830424397,12.106750241929946,5.645504091232063,2.0624802181155246,-11.87151991670454,2.0624802181155246,649.1226167351036,0.6730259098464315,0.05316653756797765,0.07716979338669229,0.08493143134333879,0.03960441386826023,0.005911754242773633,0.16863084273187948,2.7553838955911423,0.00098304,348.82
15.5,527.5296691789545,176.36509853000027,64.24388029365883,3.0398046125885294,8.197537690975157,0.5066314158752622,-11.456693788808586,-1.0641649109196345,494.1365078120549,5.769830139049968,0.05232522810236888,0.0800401607428265,0.03324771558389024,0.08966016930348644,0.006650246737927198,0.17957386052655264,2.190108982927801,0.00098304,348.82
16.0,471.3678701146148,80.27793461011512,64.09088046333427,2.125114728052018,4.835542443726119,0.2878273731288244,-21.47565304729188,-1.2829689536660722,497.0389971899818,13.110688437447234,0.06833678870231626,0.13005057613645854,0.05910822340761784,0.13449641974908458,0.021424960409731342,1.6904056866638566,0.6141395099686927,0.00098304,348.82
18.0,2712.6003558521147,80.46099529818203,64.33528006679038,14.449545380112296,3.2114789327441624,1.9429303518308827,-16.288748984674935,1.9429303518308827,622.4462601019183,35.544413347352936,0.07922597152832134,0.17704582166020166,0.18934373810930671,0.04208236887841581,0.004332670755436606,0.2083563269108396,0.09475871084185394,0.00098304,348.82
19.0,1259.7464470938105,80.37928130294614,64.29782983744735,8.573348937379945,-2.708254872260104,2.1697153024942346,-9.31480412059403,2.1697153024942346,534.2724999036567,24.116838247516622,0.10196840249160197,0.1386769277733804,0.16413528425460772,0.05185030430915765,0.00950098774940807,0.19006606126654893,0.4362306574472872,0.00098304,348.82
21.0,315.1111276682359,80.29471048477943,64.26504286992514,8.833778252408784,3.815343337347573,-0.9873293798971194,-9.6311058232698,-0.9873293798971194,703.912708008321,7.098947294146288,0.13100309796834544,0.1726638709872484,0.19896941459569198,0.0859406561453312,0.01691587869670254,0.3543442191736197,0.5149098007456903,0.00098304,348.82
23.0,4302.701500134875,80.48125717836487,64.12971169816511,13.979071992737074,2.0612641932515468,1.8145248965487664,-25.56710814435389,1.8145248965487664,552.5404645653501,55.08290645820568,0.050208943851781714,0.17378877309571408,0.17896129777792008,0.026388083886395176,0.0027288951499268763,0.2979198523114311,0.045614466358315287,0.00098304,348.82
24.0,185.41312846287795,80.16394172187681,64.04248150707868,2.6845363564762823,5.228036286752552,3.5226616657727887,-15.868674118470324,1.951865338977892,536.1440847996375,7.63386057374718,0.13013595744723438,0.20399386954878004,0.11052818368342204,0.2152495923720274,0.040604782155451886,1.8663937365704488,0.7654061373833245,0.00098304,348.82
26.0,411.04897429220904,80.21751408735909,63.97024851561761,1.0016375436549414,6.676816219671276,3.461297744983058,-19.20433649356306,1.8905014181881612,619.2547695619239,11.626169114359165,0.06516168101782878,0.1794997329948527,0.02833046232357235,0.1888480398524424,0.0061388181844675435,0.39513167325684057,0.6155520265148441,0.00098304,348.82
29.0,144.63895835083133,80.35051598079652,64.20413298159298,9.096934945761934,3.465672256154237,2.190425715177569,-8.912640151798337,2.190425715177569,468.22227272197716,4.5090818685162715,0.18670825677693773,0.23924644854206256,0.2835945754477565,0.1080414304892446,0.019647841461409517,0.3703991081987586,0.6683942344922839,0.00098304,348.82
31.0,200.0,58.26956764695489,63.937421177498436,12.926276056391108,1.2582645741295069,1.719513054978263,-42.43563097786762,1.719513054978263,624.6950399552526,8.533063784473198,0.09744847428948436,0.545474210571622,0.5515036880243177,0.053684259515591255,0.005929570891889322,1.717182792218057,0.7767455967141988,0.00098304,348.82
32.0,155.251758447181,22.40467634076284,64.38517391551315,2.9196128814060067,12.381679112961589,-9.068656666816684,-17.091808358499307,-10.639452993611584,624.212334439836,4.1451033078077915,0.1364333101276995,0.3109806377826869,0.07794393075762877,0.3305269963246515,0.009427797945933626,0.49312937284637504,0.526596206583234,0.00098304,348.82
33.0,837.5149242368019,80.28251355349933,64.2568129725764,-5.766390563883372,-2.2340530369146325,1.7159148458339688,-43.503305977500965,1.7159148458339688,563.6868142338423,21.93514646038362,0.061895503420746026,0.1497167943966172,0.1510649852023908,0.058528129314335764,0.016887230926920162,5.1341954284478515,0.5678394901228841,0.00098304,348.82
36.0,3223.543301003035,80.44828150448802,63.80541868764658,14.02042551728869,-1.4942636133760683,1.7116390942059376,-44.842442222650526,1.7116390942059376,712.5197214599804,43.079577579014064,0.03290373390976531,0.18553792002333133,0.1873719222289924,0.01996853926017853,0.0020372866275729412,0.6573027025213886,0.09209406324294757,0.00098304,348.82
13.0,200.0,80.40861145372007,64.21809627878535,15.054983302864626,1.666769461412963,1.9253075248386704,-17.176392047923187,1.9253075248386704,694.3598331472731,8.25915950197806,0.2252613819813872,0.5835368098717053,0.6217075994435293,0.06883057211817176,0.006545943018457086,0.3453756747959493,0.7393856781346841,0.00098304,347.82
14.0,639.3736648480736,80.36562603765155,64.30472375295646,10.70985983439411,2.2345056069471507,33.851573770796385,-5.4200684082291675,33.851573770796385,513.7245733921847,12.596088757892884,0.16308421041685214,0.1409211926342451,0.21099140178217826,0.04402125478399177,0.006077466565444824,0.06672118477155213,0.4502176925937232,0.00098304,347.82
15.0,98.88008367644726,140.39213464157928,64.21619548443691,12.223614879210926,3.8770788943171466,2.0514870910003604,-12.191679967613087,2.0514870910003604,655.8174272406453,0.799836530364938,0.053512018891293,0.08886239456868877,0.09887626915304552,0.03136151624950965,0.004034231785541399,0.11996359831904232,2.7186486049846037,0.00098304,347.82
15.5,518.8378502997472,176.32400452120322,64.33910545557134,9.303523651056132,2.559626143984297,2.3719754353919233,-6.160265023210991,2.3719754353919233,481.50414441976267,5.369944803609212,0.07156893427171339,0.06965391453417895,0.09629098827762557,0.026491997778863803,0.004356785696637168,0.053704655885842216,2.4169365009369685,0.00098304,347.82
16.0,480.0614600418796,80.2960670001192,64.21448559761107,1.7571373415247813,5.8874788730945316,0.702799323566225,-7.505538091846359,-0.8679970032286716,497.03899718998167,13.203885652341793,0.11097257867583277,0.1274479298566799,0.048329313129545734,0.16193259425488238,0.012744222043322708,0.19394487943020672,0.6136239747658394,0.00098304,347.82
18.0,2639.8236359762172,80.45374743783573,64.368518595607,15.432240175177155,3.1233853706887853,2.131749758615364,-10.119443117679463,2.131749758615364,622.4462601019183,34.66943825555102,0.11328023908570115,0.17299850986328744,0.202677636145794,0.04102038237927681,0.003919647671585275,0.08805272242184951,0.09835329360417164,0.00098304,347.82
19.0,1236.9947078167013,80.36162492011577,64.33906847993998,-10.732181493886307,-2.2763443475615732,2.4189120768475427,-5.6064713348808,2.4189120768475427,534.2724999036567,23.43413974829402,0.1551215324865103,0.1382971102796524,0.20329639760184687,0.043120210803517016,0.005950032788702538,0.06724570464908967,0.4285077833991039,0.00098304,347.82
21.0,306.43178811009983,80.27662968017214,64.36600274053147,-3.6736154432941706,9.736065966571662,0.6745396778921326,-7.950565780887137,-0.8962566489027639,703.912708008321,6.864866963860045,0.15060993932864214,0.1779331695773417,0.0823012960380986,0.21810562310482845,0.013940015060233608,0.2272241616435083,0.5159563912288823,0.00098304,347.82
23.0,4238.1019384419,80.4745329207357,64.38637936367886,15.444125785500828,1.9715099839985109,2.1247623561669418,-10.278179226371648,2.1247623561669418,552.5404645653501,54.19355162708161,0.10608245834950958,0.16847903706241574,0.19749212570959224,0.025209981119108743,0.002346663871371417,0.05391159016895868,0.04389240409051581,0.00098304,347.82
24.0,131.90935871524522,80.2897133689968,64.1743452038681,8.23286723727841,2.7751581894898174,2.4300623486942112,-5.48167578376551,2.4300623486942112,493.22711270853586,5.571261408750504,0.2742466854629547,0.2437946897723531,0.34771949498955823,0.11721027143109355,0.02271496017993982,0.2517746979422316,0.7725760397124226,0.00098304,347.82
26.0,336.71446296589113,80.24485311883005,64.19187320486616,8.297794536335907,1.166471210796185,2.1379668902793814,-9.981145428179023,2.1379668902793814,619.2547695619241,9.68760128362669,0.13134643487890213,0.20216108184429635,0.23873557859212066,0.033560506926269766,0.0058351111624869645,0.12853123841564418,0.6222942014970025,0.00098304,347.82
29.0,138.3810444461935,80.41346794156607,64.29542136116977,12.327859420261374,2.8065852070832498,2.448925315419113,-5.275918861326388,2.448925315419113,351.0183637861171,4.255933508704819,0.2969308190062994,0.25106578164272525,0.3791455042292829,0.08631702532201599,0.010443295619457222,0.11211865809523433,0.6663236528881893,0.00098304,347.82
31.0,200.0,58.23774600037422,64.08137637087522,10.513945844698346,1.3293880157550564,1.950937902898396,-15.911402522434098,1.950937902898396,624.6950399552526,9.303367074698672,0.19034125889548398,0.454740689736713,0.4890754871241869,0.06183892372500665,0.008452991485195191,0.3903460961471189,0.7873672509557041,0.00098304,347.82
32.0,159.59248663975401,22.381214878537225,64.28381574071186,2.5143631205883747,-10.824431929390213,6.751599170158455,-12.565571974063067,5.180802843363559,624.2123344398362,4.535109766304156,0.15280307813794222,0.27633510064774475,0.07144626051352068,0.3075821972492175,0.00986711903050442,0.3077785765287435,0.5924088594555444,0.00098304,347.82
33.0,794.7833923387033,80.26739473007893,64.15921194932925,-6.477816216822825,2.2528153049162145,1.9885847118261768,-14.321934438728904,1.9885847118261768,563.6868142338421,20.72273800269549,0.08708145749592587,0.15624877028540796,0.16895033666603718,0.05875920113663285,0.014591214934281562,0.5635137431429583,0.5706775442485843,0.00098304,347.82
36.0,3087.885914449888,80.46141618216234,64.18427249252437,14.536150469999056,-1.596613701767991,1.854808135816272,-21.780628943388706,1.854808135816272,712.5197214599804,41.258428320112706,0.05814907291765493,0.18653931161227288,0.19422441606530072,0.02133332810205724,0.002100850932094519,0.1701139586005217,0.09276645421921488,0.00098304,347.82
13.0,199.99999999869564,80.42844130002634,64.17120676549663,13.959673240317178,1.7153820053376136,2.0647276306303506,-11.807681003149511,2.0647276306303506,694.3598331472731,8.385853864436399,0.2846288364497705,0.5164860166335994,0.5853188497280851,0.07192471480662914,0.007398193139790242,0.20927200842052016,0.7435198047459185,0.00098304,346.82
