name,amplitude,xo,yo,sigmax,sigmay,theta,amp_error,xo_error,yo_error,sigmax_error,sigmay_error,angle_error,drift (mhz/ms),drift error (mhz/ms),angle,center_f,red_chisq,time_res,freq_res
CHIME1,6907.6600320226435,80.47389943247455,255.86394181072333,3.3431327097825396,49.77493447401823,-3.0620133804680263,10.15736528555445,0.007607468362620287,0.07296425312515908,0.00491606176996514,0.07319486348411902,0.0001403051876828666,-4.9827688920524755,0.00882225501320907,-4.632809707262923,458.2473046842355,3.710363919978269,0.00098304,0.390625
