name,amp_error,xo_error,yo_error,sigmaxp_error,sigmayp_error,angle_error,drift error (mhz/ms),red_chisq
burst180814,0.124345833863816,0.012313658259114,0.062607993194282,0.009793632562856,0.063051341688531,0.000164216805989,0.019320845954908,7.9358049295545
burst180911,0.120929586596331,0.008680834809657,0.038116624993784,0.008603730258684,0.038134103245646,0.000251290922761,0.439137601624774,8.17759299347222
burst180917,0.023350214190683,0.008956587150029,0.033069169651671,0.00513247820095,0.033874140787341,4.46144249668303E-05,0.000783901507503,11.8375010750564
burst180919,0.138488717034745,0.021933607271322,0.042248947911561,0.02184437694326,0.042295152674745,0.001106377248257,0.629374507377682,7.44860829190708
burst181028,0.052111809978785,0.004732210215747,0.008519656049204,0.003259841179584,0.009184323023118,7.07680141253898E-05,0.001130849092425,11.8096354463321
