name,amplitude,xo,yo,sigmaxp,sigmayp,theta,drift (mhz/ms),angle,xscale,yscale,center_f,time_res
burst180814,170.460928632478,348.482341166748,650.515381407119,13.4238138101162,86.4149576466531,-9.5448723367962,-13.9941769114878,11.1156686635911,2.69767441860465,10.15625,600,0.00098304
burst180911,161.775840533327,348.475969562266,650.475780644539,11.5094052064058,51.0257575417794,-9.45586938021084,-54.2980779502286,11.0266657070057,2.69767441860465,10.15625,600,0.00098304
burst180917,114.783963487874,348.498283835673,650.523743541519,25.2294539445178,166.514516478986,-9.64579449325341,-3.75815469135587,11.2165908200483,2.69767441860465,10.15625,600,0.001966
burst180919,124.668418922147,348.473625728747,650.485045665991,19.6718307016643,38.0826615524107,-9.37026564325356,30.9485176384354,10.9410619700485,2.69767441860465,10.15625,600,0.00098304
burst181028,422.907745218963,348.498486840816,650.512116439414,26.4545101600868,-74.5327259572949,-9.83575477430521,-5.85237011148803,11.4065511011001,1.359375,10.15625,600,0.000328
