name,amplitude,xo,yo,sigmax,sigmay,theta,drift (mhz/ms),angle
180814,5.67305081480732,80.41194889380363,128.33250135175706,-4.834048681420425,-17.33373700071194,-24.78299588387208,-8.715564392694878,-26.353792210666974
180911,6.144772072005495,80.34285359950006,128.26343992282978,10.491786908440258,-4.227840715162607,4.900599713621644,-16.69027867186286,4.900599713621644
180919,5.579819730794788,80.3555918603296,128.38810105953462,6.282813739666176,6.546998934763336,4.000030879231869,-2.7454288543394445,2.4292345524369727
